Record ID,Title,Author,Record Type,Editor,Year of publication,Subjects,CategoryNumbers,Language,Place Publisher,Record Action,Record Nature,SPW checked,Published Print,Journal Link,Staff Notes,Dataset
CBB497166926,"“Wond’rous Machines”: How Eighteenth-Century Harpsichords Managed the Human-Animal, Human-Machine Boundaries",ACR_ID ACR151886240 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Patrick David-Jung Bonczyk || AuthorityID CBA519764274 || AuthorityStatus Active || AuthorityType Person || AuthorityName Patrick David-Jung Bonczyk,Thesis,,2021.0,ACR_ID ACR996615880 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000117472 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Science and culture // ACR_ID ACR399332517 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000116578 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Auditory perception // ACR_ID ACR924867971 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000116605 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Technology and music // ACR_ID ACR338486848 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000116436 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Human-machine interaction // ACR_ID ACR524690576 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000116385 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Nature and its relationship to culture; human-nature relationships // ACR_ID ACR534527966 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000113707 || AuthorityStatus Active || AuthorityType Time Period || AuthorityName 17th century // ACR_ID ACR298013850 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000114518 || AuthorityStatus Active || AuthorityType Geographic Term || AuthorityName France // ACR_ID ACR003082912 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000113708 || AuthorityStatus Active || AuthorityType Time Period || AuthorityName 18th century // ACR_ID ACR710106824 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000117218 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Musical instruments,"ACR_ID ACR178279504 || ACRStatus Active || ACRType Category || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000131161 || AuthorityStatus Active || AuthorityType Category Division || AuthorityName Technology, general works -- 17th century || ClassificationCode 160-340",English,,,Active (RecordStatusExplanation Inactive by default),TRK167471488: 2021-12-16 21:56:30.366067+00:00,TRK169402104: 2021-12-16 22:11:25.710239+00:00,,,"Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"
CBB681053632,"To Mix or Not to Mix: Race Science, Miscegenation, and the Making of the Chinese Race",ACR_ID ACR839276529 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Matthew Wong Foreman || AuthorityID CBA130953454 || AuthorityStatus Active || AuthorityType Person || AuthorityName Matthew Wong Foreman,Thesis,,2023.0,"ACR_ID ACR068519925 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000116891 || AuthorityStatus Active || AuthorityType Time Period || AuthorityName Qing dynasty (China, 1644-1912) // ACR_ID ACR923682638 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000113711 || AuthorityStatus Active || AuthorityType Time Period || AuthorityName 20th century, early // ACR_ID ACR263142660 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000113709 || AuthorityStatus Active || AuthorityType Time Period || AuthorityName 19th century // ACR_ID ACR193850978 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000121119 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Biomedicine // ACR_ID ACR663380229 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000114509 || AuthorityStatus Active || AuthorityType Geographic Term || AuthorityName China // ACR_ID ACR452734131 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000114078 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Science and race // ACR_ID ACR813173136 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000114051 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Race",,English,,,Active (RecordStatusExplanation Inactive by default),,,,,"Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"
CBB294977558,"Reawakening the Ammonites: A History of the Lost World, 1500-1900","ACR_ID ACR351674608 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Jeremy Robin Schneider || AuthorityID CBA045428374 || AuthorityStatus Active || AuthorityType Person || AuthorityName Schneider, Jeremy Robin",Thesis,,2023.0,ACR_ID ACR493993515 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000116621 || AuthorityStatus Active || AuthorityType Time Period || AuthorityName Early modern // ACR_ID ACR262291023 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000116854 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Fossils // ACR_ID ACR104619659 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000114007 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Natural history // ACR_ID ACR696782255 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000117143 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Extinction (biology),,English,,,Active (RecordStatusExplanation Inactive by default),,,,,"Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"
CBB189840859,"Organizational symbolism in the Peter Bent Brigham Hospital, 1913-1938: A cultural history",ACR_ID ACR230952661 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Ann Catherine Conway || AuthorityID CBA730256187 || AuthorityStatus Active || AuthorityType Person || AuthorityName Ann Catherine Conway,Thesis,,1993.0,"ACR_ID ACR178708221 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000116822 || AuthorityStatus Active || AuthorityType Geographic Term || AuthorityName Boston (Massachusetts, U.S.) // ACR_ID ACR320486102 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000114552 || AuthorityStatus Active || AuthorityType Geographic Term || AuthorityName United States // ACR_ID ACR592986580 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000114406 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Hospitals and clinics // ACR_ID ACR426540404 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000113711 || AuthorityStatus Active || AuthorityType Time Period || AuthorityName 20th century, early",,English,,,Active (RecordStatusExplanation Inactive by default),,,,,"Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"
CBB436064562,The Aurochs Through Time: A History of Integrating Timescales and Disciplines in the Study of the Ancestral Cow,ACR_ID ACR255785851 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Emma Leigh Kitchen || AuthorityID CBA151245188 || AuthorityStatus Active || AuthorityType Person || AuthorityName Emma Leigh Kitchen,Thesis,,2023.0,ACR_ID ACR099977065 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000116949 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Interdisciplinary approach to knowledge // ACR_ID ACR329444834 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000114007 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Natural history // ACR_ID ACR154967471 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA614814534 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Temporality // ACR_ID ACR496405891 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000117143 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Extinction (biology) // ACR_ID ACR386241292 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000117002 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Cattle,,English,,,Active (RecordStatusExplanation Inactive by default),,,,,"Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"
CBB918176692,"Skin Surveillance Technologies and the Transformation of the Marked Body in History, Theory, and Practice: A Study of Free Skin's Reclamation and Exploration",ACR_ID ACR893276946 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Izzy Rosen || AuthorityID CBA414894280 || AuthorityStatus Active || AuthorityType Person || AuthorityName Izzy Rosen,Thesis,,2023.0,ACR_ID ACR444530329 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000118375 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Surveillance // ACR_ID ACR858647434 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000114231 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Mind and body // ACR_ID ACR496346545 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000117642 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Skin // ACR_ID ACR189324476 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA072854336 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Human body and technology // ACR_ID ACR254402560 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000116427 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Human body,,English,,,Active (RecordStatusExplanation Inactive by default),,,,,"Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"
CBB639073970,The Certification of Insanity: Local Origins and Global Consequences,"ACR_ID ACR649167211 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Filippo Maria Sposini || AuthorityID CBA637583798 || AuthorityStatus Active || AuthorityType Person || AuthorityName Sposini, Filippo Maria",Thesis,,2022.0,ACR_ID ACR844683826 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000114141 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Transmission of ideas // ACR_ID ACR882850349 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000114427 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Medicine // ACR_ID ACR992503875 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000114470 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Psychiatry // ACR_ID ACR976351844 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA594215321 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Paperwork (Office practice) // ACR_ID ACR874991403 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000113709 || AuthorityStatus Active || AuthorityType Time Period || AuthorityName 19th century // ACR_ID ACR516731228 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000113768 || AuthorityStatus Active || AuthorityType Geographic Term || AuthorityName Great Britain // ACR_ID ACR148500624 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000116553 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Mental disorders and diseases,ACR_ID ACR939268384 || ACRStatus Active || ACRType Category || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000131276 || AuthorityStatus Active || AuthorityType Category Division || AuthorityName Psychiatry; medical psychology -- 19th century || ClassificationCode 151-360,English,,,Active (RecordStatusExplanation Inactive by default),,,,,"Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"
CBB829370377,How to Leap Without Looking: The Role of Habits in Rational Life,ACR_ID ACR498913991 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Soroush Marouzi || AuthorityID CBA673452943 || AuthorityStatus Active || AuthorityType Person || AuthorityName Soroush Marouzi,Thesis,,2024.0,"ACR_ID ACR833978879 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000053436 || AuthorityStatus Active || AuthorityType Person || AuthorityName Keynes, John Maynard, 1st Baron // ACR_ID ACR474317019 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000083157 || AuthorityStatus Active || AuthorityType Person || AuthorityName Ramsey, Frank Plumpton // ACR_ID ACR177009886 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000113711 || AuthorityStatus Active || AuthorityType Time Period || AuthorityName 20th century, early // ACR_ID ACR815970098 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000116368 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Philosophy of mind // ACR_ID ACR417778829 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000116631 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Philosophy // ACR_ID ACR019902808 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA268884628 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Human behavior // ACR_ID ACR575817384 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000116649 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Psychology // ACR_ID ACR354220195 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA434620974 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Rationality; irrationality",,English,,,Active (RecordStatusExplanation Inactive by default),,,,,"Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"
CBB101048242,"Disability Democracy: The Origins of Blind-Led Organizing in the United States, 1829-1935",ACR_ID ACR292905801 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Madeline J. Williams || AuthorityID CBA110364930 || AuthorityStatus Active || AuthorityType Person || AuthorityName Madeline J. Williams,Thesis,,2023.0,"ACR_ID ACR724454607 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000117083 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Political activists and activism // ACR_ID ACR248484402 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000113711 || AuthorityStatus Active || AuthorityType Time Period || AuthorityName 20th century, early // ACR_ID ACR097699995 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000113709 || AuthorityStatus Active || AuthorityType Time Period || AuthorityName 19th century // ACR_ID ACR942186834 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000114552 || AuthorityStatus Active || AuthorityType Geographic Term || AuthorityName United States // ACR_ID ACR616906976 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000118238 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Blindness // ACR_ID ACR339752165 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000117552 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Disabilities; disability; accessibility",,English,,,Active (RecordStatusExplanation Inactive by default),,,,,"Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"
CBB707506393,"Toxic Rules: Chemical Regulation, International Trade, and the Epistemic Consequences of Standardized Practices",ACR_ID ACR327302222 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Colleen Lanier-Christensen || AuthorityID CBA988933675 || AuthorityStatus Active || AuthorityType Person || AuthorityName Colleen Lanier-Christensen,Thesis,,2023.0,ACR_ID ACR233510660 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000114025 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Epistemology // ACR_ID ACR315800032 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000114552 || AuthorityStatus Active || AuthorityType Geographic Term || AuthorityName United States // ACR_ID ACR875067191 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000114113 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Standards and standardization // ACR_ID ACR532575962 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000114370 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Chemical industry // ACR_ID ACR754585045 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA904500124 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Safety regulations // ACR_ID ACR341283728 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA030086529 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Regulation,,English,,,Active (RecordStatusExplanation Inactive by default),,,,,"Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"
CBB585751811,The 1970 All-Union Conference on Programming: Problems and Prospects of Soviet Computing,ACR_ID ACR821029402 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Danielle Wallner || AuthorityID CBA595795185 || AuthorityStatus Active || AuthorityType Person || AuthorityName Danielle Wallner,Thesis,,2023.0,"ACR_ID ACR418636715 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000126938 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Computer programming // ACR_ID ACR620279082 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000116636 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Computer science // ACR_ID ACR036856710 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000113712 || AuthorityStatus Active || AuthorityType Time Period || AuthorityName 20th century, late // ACR_ID ACR472513055 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000114109 || AuthorityStatus Active || AuthorityType Geographic Term || AuthorityName Soviet Union",,English,,,Active (RecordStatusExplanation Inactive by default),,,,,"Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"
CBB650626298,Climatography for the Anthropocene,"ACR_ID ACR375564727 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Martin Mahony || AuthorityID CBA000063824 || AuthorityStatus Active || AuthorityType Person || AuthorityName Mahony, Martin",Essay Review,,2019.0,,ACR_ID ACR449479043 || ACRStatus Active || ACRType Category || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000131255 || AuthorityStatus Active || AuthorityType Category Division || AuthorityName Earth and atmospheric sciences -- 19th century || ClassificationCode 120-360,English,,,Active (RecordStatusExplanation Inactive by default),TRK934562355: 2021-12-16 21:56:36.623429+00:00,TRK470478064: 2021-12-16 22:11:31.618318+00:00,"AuthorityName Metascience: An International Review Journal for the History, Philosophy and Social Studies of Science || AuthorityID CBA000123514 || AuthorityType Serial Publication || Abbreviation Metascience || ISSN 1467-9981",,"Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"
CBB851683624,Enslavers’ Big Lie: Debunking the Relationship of Climate and Slavery,"ACR_ID ACR006359105 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Erin Stewart Mauldin || AuthorityID CBA000066348 || AuthorityStatus Active || AuthorityType Person || AuthorityName Mauldin, Erin Stewart",Essay Review,,2024.0,ACR_ID ACR010846379 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA120011810 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Climate and civilization // ACR_ID ACR541324226 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA432961010 || AuthorityStatus Active || AuthorityType Geographic Term || AuthorityName Atlantic world // ACR_ID ACR035462395 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000117008 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Environmental history // ACR_ID ACR140825257 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000118545 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Environment // ACR_ID ACR580891484 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000114105 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Slavery,,English,,,Active (RecordStatusExplanation Inactive by default),,,AuthorityName Agricultural History || AuthorityID CBA000121298 || AuthorityType Serial Publication || Abbreviation Agr. Hist. || ISSN 0002-1482,,"Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"
CBB323765238,"Review Essay: The City-State of Boston: The Rise and Fall of an Atlantic Power, 1630–1865",ACR_ID ACR619662265 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Noam Maggor || AuthorityID CBA271095360 || AuthorityStatus Active || AuthorityType Person || AuthorityName Noam Maggor,Essay Review,,2020.0,,,English,,,Active (RecordStatusExplanation Inactive by default),TRK656524052: 2021-12-19 02:21:29.206998+00:00//TRK674890149: 2021-12-19 02:21:05.346277+00:00,TRK460593346: 2022-12-13 19:45:33.715419+00:00,AuthorityName Business History Review || AuthorityID CBA000121884 || AuthorityType Serial Publication || Abbreviation Bus. Hist. Rev. || ISSN 10.1017/S0007680518000533,,"Technology & Culture Bibliography (Bruce Seely, ed.)"
CBB134423720,Review Socially Extended Epistemology,"ACR_ID ACR368037964 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Joshua Habgood-Coote || AuthorityID CBA719609412 || AuthorityStatus Active || AuthorityType Person || AuthorityName Habgood-Coote, Joshua",Essay Review,,2019.0,,ACR_ID ACR069626972 || ACRStatus Active || ACRType Category || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000130288 || AuthorityStatus Active || AuthorityType Category Division || AuthorityName Philosophy and methods of science || ClassificationCode 10,English,,,Active (RecordStatusExplanation Inactive by default),TRK473712057: 2021-12-16 21:56:10.636292+00:00,TRK209094754: 2021-12-16 22:11:15.628442+00:00,"AuthorityName Metascience: An International Review Journal for the History, Philosophy and Social Studies of Science || AuthorityID CBA000123514 || AuthorityType Serial Publication || Abbreviation Metascience || ISSN 1467-9981",,"Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"
CBB794088094,Harari's World History: Evolution toward Intelligence without Consciousness?,"ACR_ID ACR010353128 || ACRStatus Active || ACRType Author || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation David E. Nye || AuthorityID CBA000074926 || AuthorityStatus Active || AuthorityType Person || AuthorityName Nye, David E.",Essay Review,,2021.0,ACR_ID ACR262946770 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000116665 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Technology and society // ACR_ID ACR945571478 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000117318 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Free will and determinism // ACR_ID ACR530071705 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation technology || AuthorityID CBA000114131 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Technology // ACR_ID ACR395997714 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation world history || AuthorityID CBA000120820 || AuthorityStatus Active || AuthorityType Concept || AuthorityName World history // ACR_ID ACR524905020 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation Artificial intelligence || AuthorityID CBA000113735 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Artificial intelligence // ACR_ID ACR010980546 || ACRStatus Active || ACRType Subject || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation evolution || AuthorityID CBA000114392 || AuthorityStatus Active || AuthorityType Concept || AuthorityName Evolution,"ACR_ID ACR066191956 || ACRStatus Active || ACRType Category || ACRDisplayOrder 1.0 || ACRNameForDisplayInCitation  || AuthorityID CBA000130336 || AuthorityStatus Active || AuthorityType Category Division || AuthorityName Technology, general works || ClassificationCode 160",English,,,Active (RecordStatusExplanation Inactive by default),TRK962350288: 2022-03-09 15:54:24.757066+00:00,TRK037218348: 2022-12-13 17:51:14.959007+00:00,AuthorityName Technology and Culture || AuthorityID CBA000124621 || AuthorityType Serial Publication || Abbreviation Tech. & Cult. || ISSN 1097-3729,,"Technology & Culture Bibliography (Bruce Seely, ed.)"
